modeId,metric,mean,median,std,max,sparsity_pct
1,enemiesHit,3.098901098901099,2.0,4.4213318786678695,21.0,46.7032967032967
1,damageDone,44.5934065934066,28.0,53.976811113601144,252.0,46.7032967032967
1,timeInCombat,5.735240518309912,4.424107549712062,5.933603425861217,25.12721700593829,34.065934065934066
1,deathOccurredInWindow,0.04945054945054945,0.0,0.2174048983034335,1.0,95.05494505494505
1,deathCountInWindow,0.04945054945054945,0.0,0.2174048983034335,1.0,95.05494505494505
1,distanceTraveled,7299.884041422333,7953.9990411936,3762.8038104096504,14467.277043809616,9.89010989010989
1,timeSprinting,4.528603707634649,2.7138109486550093,5.5639371356723,27.307964395731688,35.714285714285715
1,timeOutOfCombat,24.436547875486234,25.83343766257167,6.047800007545672,32.17023826390505,0.0
1,itemsCollected,1.043956043956044,1.0,1.2474246434759553,6.0,46.7032967032967
1,heartsCollected,0.5164835164835165,0.0,0.8258615105048923,5.0,64.83516483516483
1,coinsCollected,0.5274725274725275,0.0,0.8052405610248055,4.0,62.637362637362635
1,pickupAttempts,3.4615384615384617,2.0,4.704077677008557,30.0,39.010989010989015
1,timeNearInteractables,2.1706633455846664,0.9394448976963758,2.9600080326499403,12.083172000944614,28.021978021978022
2,enemiesHit,2.712418300653595,1.0,3.9180305246761997,27.0,47.712418300653596
2,damageDone,43.01851851851851,13.333333333333334,56.437104526910446,265.99999999999994,47.712418300653596
2,timeInCombat,5.012995914379561,3.302253298461437,5.4747982282637135,19.984838765114542,40.52287581699346
2,deathOccurredInWindow,0.09803921568627451,0.0,0.2983442439962545,1.0,90.19607843137256
2,deathCountInWindow,0.09803921568627451,0.0,0.2983442439962545,1.0,90.19607843137256
2,distanceTraveled,8543.441352522621,8864.682456795194,3782.2692797925224,17122.70591529304,5.228758169934641
2,timeSprinting,5.310797030507934,3.746392399072647,5.599852999208413,22.808529298752543,30.718954248366014
2,timeOutOfCombat,25.1923604687688,26.78442619740963,5.658370012173833,32.22360388934612,0.0
2,itemsCollected,1.5098039215686274,1.0,1.8032049211379442,8.0,39.869281045751634
2,heartsCollected,0.7843137254901961,0.0,1.140989739278719,6.0,55.55555555555556
2,coinsCollected,0.7254901960784313,0.0,1.0590170101862277,5.0,57.51633986928104
2,pickupAttempts,4.169934640522876,3.0,4.7597418794361035,23.0,30.718954248366014
2,timeNearInteractables,1.7658648004426676,0.599550299346447,2.953018340073275,16.315140198916197,26.143790849673206
3,enemiesHit,1.6978417266187051,0.0,3.2250259548646456,17.0,67.62589928057554
3,damageDone,24.191846522781777,0.0,43.01171484838167,179.66666666666674,67.62589928057554
3,timeInCombat,3.828701753839314,0.0,5.44577602942726,25.677550852298737,51.798561151079134
3,deathOccurredInWindow,0.20863309352517986,0.0,0.4078011049711894,1.0,79.13669064748201
3,deathCountInWindow,0.22302158273381295,0.0,0.45113649510095005,2.0,79.13669064748201
3,distanceTraveled,8751.639136202832,9415.924087087562,4081.939850833312,21533.92793167839,1.4388489208633095
3,timeSprinting,5.282060110472518,2.2070315927267075,6.240426018285389,27.386291194707155,38.1294964028777
3,timeOutOfCombat,26.6372438844749,29.93777539208532,5.672321241906493,32.368248499929905,0.0
3,itemsCollected,0.9280575539568345,0.0,1.3222745432314846,6.0,54.67625899280576
3,heartsCollected,0.43884892086330934,0.0,0.7133825113110631,3.0,67.62589928057554
3,coinsCollected,0.4892086330935252,0.0,0.9275720720841248,4.0,71.22302158273382
3,pickupAttempts,2.9928057553956835,1.0,4.085138145141994,22.0,43.884892086330936
3,timeNearInteractables,1.7189804549536687,0.3171789944171905,3.741232119000241,22.199129302054644,41.726618705035975
